# best iteration: (array([39]),)
906539.500000,1947.923828
20.578342,22.226530
18.428244,20.184851
18.452814,20.187969
17.913055,19.587032
16.705162,18.709908
13.085578,14.326134
95.755157,158.046707
11.629980,12.997542
13.734304,22.576067
9.235300,10.571052
7.864838,9.153856
6.294973,7.461360
247.378372,399.861298
4.662743,5.664679
4.655852,6.260400
4.116534,5.033452
3.972227,4.864127
4.346239,5.081416
3.524627,4.296769
49.545410,80.000832
3.280508,3.998888
3.332808,3.904063
3.031227,3.673000
22.417294,36.044556
5.074234,4.906515
2.097803,2.192966
2.163057,2.097546
2.171015,2.132987
17.884386,21.276091
1.618960,1.418104
1.613815,1.413437
1.595902,1.399042
4.151744,2.818824
1.504730,1.351819
1.367264,1.493629
1.732841,1.950111
32.805756,35.358959
1.547590,1.755933
1.117549,1.112083
