# best iteration: (array([29]),)
609703.750000,7162.112305
20.194675,21.604048
17.901751,18.637896
21.053549,64.619370
17.770506,18.531897
20.896345,19.715687
16.928246,17.662003
16.086153,16.847530
15.322964,16.114662
14.524492,15.239659
13.758049,21.979536
10.031204,11.061883
7.640728,8.447605
117.359573,104.850342
2.986449,3.235269
2.085223,2.201310
3.719903,4.698486
18.714565,16.976906
1.614365,1.641270
1.601681,1.629059
1.576495,1.603397
2.678931,2.481891
28.523882,12.241832
1.714142,2.131032
1.759472,1.858834
1.680085,1.685338
1.653536,1.701358
1.416272,1.429831
1.088351,1.081802
1.081214,1.071104
